"","time","crpval","cgrain","accrst","agcprd","bgcjprd","bgcmprd","fcacc","somtc","totsysc","aagdefac","abgdefac","strmac(2)","stdede(1)","volpac","tgzrte(1)","metabe(1,1)","struce(1,1)","petann","wdfx","nfixac","tnetmn(1)","somsc","strmac(1)","strmac(6)","fertot(1,1)","omadtot","omaetot(1)","irrtot","resp(1)","annet","aglivc","bglivcj","bglivcm","aglive(1)","bglivej(1)","bglivem(1)","egrain(1)","ermvst(1)","somte(1)","totsyse(1)","tminrl(1)","minerl(1,1)","minerl(2,1)","minerl(3,1)","minerl(4,1)","minerl(5,1)","minerl(6,1)","minerl(7,1)","minerl(8,1)","agcacc","bgcjacc","bgcmacc","eupaga(1)","cinput","fertot(2,1)","shrema","site","treatment","Exp_start","Exp_end","Tillage","Fertilizer","Res_rem"
"409",1902,"'SW164'",43.073,58.256,108.254,49.151,2.587,0,2226.974,2239.219,0.498,0.385,0.098005,0.0090682,0.088679,0.00172,0.05385,0.021504,73.635,0.87,0,2.489,2206.814,7.837,0.0086783,0,0,0,0,70.814,63.352,0.031527,0.0095516,0.00093351,0.00079895,0.00015992,1.5629e-05,1.324,0.716,253.171,253.458,0.249,0.134,0.035206,0.0034739,0.0017718,0.002201,0.00016689,0.043225,0.029199,0,0,0,0,58.37,0,0.012109,"rosemount","NTrr2",1979,1993,"No Till",200,100
"410",1902.08,"'SW164'",43.073,0,108.254,49.151,2.587,0,2226.19,2238.272,0.065389,0.06219,0,0.0080409,0,0,0.050441,0.021517,1.312,0.352,0,0.0060739,2207.055,1.0601e-08,8.9431e-08,0,0,0,0,0.947,1.142,0.031527,0.0094741,0.00092699,0.00079895,0.00015862,1.552e-05,1.324,0.716,253.164,253.452,0.283,0.157,0.044156,0.0041913,0.0021874,0.002755,0.00018075,0.043363,0.029213,0,0,0,0,0.083692,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"411",1902.17,"'SW164'",43.073,0,108.254,49.151,2.587,0,2225.432,2237.354,0.066301,0.062987,0,0.0071298,0,0,0.047103,0.021521,2.958,0.365,0,0.013353,2207.262,2.4018e-08,1.2219e-06,0,0,0,0,1.863,2.489,0.031527,0.0093972,0.00092051,0.00079895,0.00015733,1.5412e-05,1.324,0.716,253.157,253.444,0.308,0.168,0.055892,0.0051943,0.0026026,0.0033017,0.00019441,0.0435,0.029227,0,0,0,0,0.158,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"412",1902.25,"'SW164'",43.073,0,108.254,49.151,2.587,0,2224.406,2236.097,0.078551,0.075292,0,0.0063221,0,0,0.042055,0.021411,6.84,0.401,0,0.024111,2207.556,0.76,3.9189e-05,0,0,0,0,3.119,5.491,0.031527,0.0093258,0.00091488,0.00079895,0.00015614,1.5317e-05,1.324,0.716,253.147,253.433,0.353,0.173,0.060226,0.017172,0.011109,0.012239,0.0060498,0.043879,0.029246,0,0,0,0,0.224,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"413",1902.33,"'SW164'",43.073,0,108.254,49.151,2.587,0,2204.764,2207.391,0.18,0.169,0.054607,0,0,0,0.0013332,0.0010624,14.052,0.457,0,0.988,2196.14,5.463,0.0076972,0,0,0,0,31.644,10.12,0,0,0,0,0,0,1.324,0.716,252.429,252.472,1.321,0.656,0.295,0.114,0.082274,0.06243,0.039176,0.037057,0.035157,0,0,0,0,0.78,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"414",1902.42,"'SW164'",43.073,0,108.254,49.151,2.587,0,2191.634,2209.266,0.303,0.261,0.171,0,0,0,0.0029164,0.00091051,24.155,0.53,0,1.633,2187.613,11.66,0.010895,0,0,0,0,45.256,17.167,7.698,6.905,0.431,0.261,0.131,0.0081646,1.324,0.716,251.809,252.253,1.51,0.283,0.347,0.226,0.197,0.17,0.122,0.094534,0.069622,7.986,7.194,0.379,0.271,1.304,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"415",1902.5,"'SW164'",43.073,0,108.254,49.151,2.587,0,2186.503,2236.312,0.458,0.363,0.702,0,0,0,0.00085609,0.00079243,36.448,0.616,0,1.958,2184.287,22.129,0.012157,0,0,0,0,50.594,28.426,26.708,18.336,2.234,0.795,0.346,0.042446,1.324,0.716,251.494,252.72,0.635,0.042369,0.029465,0.018146,0.051622,0.099127,0.123,0.136,0.136,26.996,19.926,1.049,0.804,1.471,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"416",1902.58,"'SW164'",43.073,0,108.254,49.151,2.587,0,2183.515,2259.694,0.571,0.439,0.828,0,0,0,0.0005382,0.00071108,48.521,0.697,0,2.193,2181.819,25.333,0.012561,0,0,0,0,53.891,39.893,45.408,23.748,4.52,1.141,0.438,0.084566,1.324,0.716,251.278,252.983,0.366,0.033265,0.015547,0.0059307,0.0051292,0.012046,0.065288,0.105,0.124,45.695,27.517,1.448,1.151,1.765,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"417",1902.67,"'SW164'",43.073,0,108.254,49.151,2.587,0,2180.668,2283.096,0.625,0.5,0.839,0,0,0,0.00061967,0.00067058,58.61,0.777,0,2.428,2179.222,25.695,0.012611,0,0,0,0,57.069,49.86,66.665,26.523,6.742,1.464,0.484,0.125,1.324,0.716,251.062,253.177,0.281,0.035165,0.01397,0.0017593,0.0010873,0.0015536,0.0021406,0.103,0.122,66.952,32.574,1.714,1.474,2.091,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"418",1902.75,"'SW164'",30.823,41.611,77.398,34.827,1.833,0,2203.896,2214.799,0.658,0.521,0.839,0.010933,0.064245,0,0.076823,0.016164,65.934,0.84,0,2.489,2181.458,25.699,0.012613,0,0,0,0,65.748,56.31,0.052666,0.01205,0.000911,0.0013416,0.0002021,1.5279e-05,0.964,0.52,251.554,251.762,0.243,0.030171,0.011561,0.0012039,0.00071654,0.00096745,0.00026838,0.090776,0.107,0,0,0,0,41.464,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"419",1902.83,"'SW164'",30.823,41.611,77.398,34.827,1.833,0,2197.016,2206.663,0.643,0.525,0.839,0.009016,0.064416,0.00075021,0.041349,0.01519,70.059,0.886,0,2.53,2183.739,25.702,0.01262,0,0,0,0,73.839,59.186,0.044766,0.011759,0.0011302,0.0011403,0.00019721,1.8956e-05,0.964,0.52,251.504,251.721,0.354,0.090883,0.05292,0.005098,0.0027733,0.0037073,0.00033606,0.0911,0.107,0,0,0,0,41.579,0,0.0078999,"rosemount","NTrr2",1979,1993,"No Till",200,100
"420",1902.92,"'SW164'",30.823,41.611,77.398,34.827,1.833,0,2194.94,2204.152,0.605,0.501,0.839,0.0074349,0.064557,0.001372,0.032333,0.014919,72.045,0.925,0,2.569,2183.903,25.703,0.012627,0,0,0,0,76.311,60.616,0.038051,0.011671,0.0011459,0.00096927,0.00019574,1.9218e-05,0.964,0.52,251.465,251.681,0.453,0.173,0.065302,0.0072098,0.0037404,0.0049279,0.00036657,0.091392,0.107,0,0,0,0,41.675,0,0.014615,"rosemount","NTrr2",1979,1993,"No Till",200,100
"421",1903,"'SW164'",30.823,41.611,77.398,34.827,1.833,0,2194.352,2203.417,0.562,0.466,0.839,0.0065926,0.064557,0.001372,0.029502,0.014904,72.839,0.944,0,2.584,2183.887,25.703,0.012627,0,0,0,0,77.046,61.307,0.038051,0.011577,0.001138,0.00096927,0.00019417,1.9086e-05,0.964,0.52,251.451,251.666,0.493,0.198,0.077776,0.0082078,0.0043268,0.0057098,0.00038612,0.091588,0.107,0,0,0,0,41.742,0,0.014615,"rosemount","NTrr2",1979,1993,"No Till",200,100
"422",1903.08,"'SW164'",30.823,0,77.398,34.827,1.833,0,2193.903,2202.863,0.067364,0.065144,0,0.0058458,0,0,0.02771,0.014907,0.639,0.332,0,0.011516,2183.856,0,2.6364e-07,0,0,0,0,0.553,0.556,0.038051,0.011483,0.00113,0.00096927,0.00019259,1.8952e-05,0.964,0.52,251.439,251.654,0.532,0.225,0.087204,0.0093963,0.0049412,0.0065291,0.0004066,0.091792,0.107,0,0,0,0,0.059821,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"423",1903.17,"'SW164'",30.823,0,77.398,34.827,1.833,0,2193.527,2202.4,0.064494,0.062925,0,0.0051834,0,0,0.02618,0.014967,2.277,0.345,0,0.022144,2183.831,3.1301e-08,5.1415e-07,0,0,0,0,1.017,1.981,0.038051,0.01139,0.0011221,0.00096927,0.00019103,1.882e-05,0.964,0.52,251.428,251.643,0.545,0.22,0.103,0.010538,0.0055162,0.0072957,0.00042577,0.091984,0.107,0,0,0,0,0.113,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"424",1903.25,"'SW164'",30.823,0,77.398,34.827,1.833,0,2192.915,2201.606,0.086205,0.077117,0,0.0045962,0,0,0.022714,0.014844,5.934,0.381,0,0.041479,2183.766,8.4256e-08,7.9716e-05,0,0,0,0,1.809,4.845,0.038051,0.011305,0.0011163,0.00096927,0.0001896,1.8721e-05,0.964,0.52,251.41,251.623,0.608,0.176,0.107,0.047023,0.032976,0.032896,0.011657,0.092765,0.107,0,0,0,0,0.16,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"425",1903.33,"'SW164'",30.823,0,77.398,34.827,1.833,0,2181.225,2183.697,0.17,0.14,0.121,0,0,0,0.00086127,0.00074781,13.175,0.437,0,0.774,2175.044,4.595,0.0025938,0,0,0,0,19.656,9.581,0,0,0,0,0,0,0.964,0.52,250.856,250.895,1.282,0.64,0.256,0.092954,0.07066,0.059916,0.039294,0.050855,0.072155,0,0,0,0,0.578,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"426",1903.42,"'SW164'",30.823,0,77.398,34.827,1.833,0,2164.891,2182.142,0.333,0.249,0.469,0,0,0,0.0025716,0.00074,22.761,0.509,0,1.577,2162.394,17.891,0.0067208,0,0,0,0,36.536,15.667,7.628,6.657,0.461,0.289,0.132,0.0091121,0.964,0.52,250.084,250.556,1.352,0.202,0.263,0.177,0.175,0.166,0.144,0.123,0.103,7.997,7.053,0.371,0.301,1.252,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"427",1903.5,"'SW164'",30.823,0,77.398,34.827,1.833,0,2161.783,2214.632,0.424,0.305,0.482,0,0,0,0.0011607,0.00068752,35.278,0.595,0,1.792,2160.01,18.365,0.0068135,0,0,0,0,39.852,27.04,28.932,19.077,2.372,0.864,0.363,0.045512,0.964,0.52,249.881,251.194,0.826,0.044878,0.041793,0.031086,0.15,0.178,0.146,0.128,0.106,29.3,20.832,1.096,0.876,1.426,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"428",1903.58,"'SW164'",30.823,0,77.398,34.827,1.833,0,2159.32,2246.655,0.533,0.376,0.482,0,0,0,0.00067442,0.00063768,46.965,0.676,0,1.992,2157.902,18.369,0.0068293,0,0,0,0,42.65,37.985,53.638,26.341,4.908,1.34,0.491,0.09282,0.964,0.52,249.7,251.665,0.474,0.033454,0.017654,0.0027712,0.0056043,0.032725,0.146,0.13,0.106,54.007,30.441,1.602,1.352,1.742,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"429",1903.67,"'SW164'",30.823,0,77.398,34.827,1.833,0,2156.754,2276.582,0.594,0.441,0.482,0,0,0,0.0006991,0.00061387,57.119,0.756,0,2.208,2155.526,18.373,0.0069716,0,0,0,0,45.569,48.011,80.042,29.979,7.359,1.729,0.553,0.138,0.964,0.52,249.506,251.966,0.29,0.032683,0.01125,0.0018998,0.0010591,0.0017135,0.0043798,0.131,0.106,80.41,36.565,1.924,1.741,2.098,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"430",1903.75,"'SW164'",36.454,49.213,91.554,38.964,2.051,0,2183.045,2195.285,0.641,0.474,0.598,0.012708,0.074675,0,0.091668,0.018796,63.275,0.819,0,2.26,2158.192,22.255,0.0074195,0,0,0,0,54.856,53.348,0.049345,0.011397,0.00077132,0.0012541,0.00019101,1.2927e-05,1.12,0.605,250.076,250.306,0.128,0.02047,0.0057409,0.0027287,0.002593,0.0025082,0.0016941,0.037072,0.055119,0,0,0,0,46.383,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"431",1903.83,"'SW164'",36.454,49.213,91.554,38.964,2.051,0,2175.794,2186.6,0.626,0.482,0.599,0.01048,0.074864,0.00083469,0.050265,0.017718,67.183,0.866,0,2.282,2161.014,22.361,0.0074328,0,0,0,0,63.488,56.102,0.041943,0.011159,0.000945,0.001066,0.00018701,1.5837e-05,1.12,0.605,250.045,250.284,0.217,0.081085,0.032199,0.0050774,0.0038976,0.0042291,0.0017492,0.035553,0.053074,0,0,0,0,46.519,0,0.0074017,"rosemount","NTrr2",1979,1993,"No Till",200,100
"432",1903.92,"'SW164'",36.454,49.213,91.554,38.964,2.051,0,2174.694,2185.132,0.583,0.449,0.599,0.0086419,0.075021,0.0015257,0.042852,0.017609,68.139,0.905,0,2.296,2161.224,22.361,0.0074329,0,0,0,0,64.912,56.934,0.035652,0.011077,0.00093999,0.00090612,0.00018564,1.5753e-05,1.12,0.605,250.03,250.269,0.289,0.145,0.038225,0.0058329,0.0043513,0.0048319,0.0017672,0.035669,0.053125,0,0,0,0,46.631,0,0.013693,"rosemount","NTrr2",1979,1993,"No Till",200,100
"433",1904,"'SW164'",36.454,49.213,91.554,38.964,2.051,0,2174.039,2184.306,0.542,0.418,0.599,0.0076629,0.075021,0.0015257,0.039294,0.017589,68.904,0.923,0,2.306,2161.31,22.361,0.0074329,0,0,0,0,65.738,57.599,0.035652,0.010987,0.00093342,0.00090612,0.00018413,1.5643e-05,1.12,0.605,250.019,250.259,0.324,0.172,0.044745,0.0066427,0.0048409,0.0054832,0.0017872,0.035799,0.053176,0,0,0,0,46.711,0,0.013693,"rosemount","NTrr2",1979,1993,"No Till",200,100
"434",1904.08,"'SW164'",36.454,0,91.554,38.964,2.051,0,2173.508,2183.638,0.070723,0.066133,0,0.0067948,0,0,0.036655,0.017585,0.869,0.295,0,0.0091935,2161.357,0,0,0,0,0,0,0.667,0.756,0.035652,0.010898,0.0009269,0.00090612,0.00018263,1.5534e-05,1.12,0.605,250.009,250.249,0.358,0.196,0.051738,0.0075122,0.0053648,0.0061813,0.0018091,0.035943,0.053227,0,0,0,0,0.070726,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"435",1904.17,"'SW164'",36.454,0,91.554,38.964,2.051,0,2173.044,2183.057,0.066827,0.063369,0,0.0060249,0,0,0.03449,0.017582,2.346,0.308,0,0.018003,2161.382,0,0,0,0,0,0,1.248,2.041,0.035652,0.010809,0.00092043,0.00090612,0.00018115,1.5426e-05,1.12,0.605,250,250.239,0.384,0.213,0.05855,0.0083599,0.0058744,0.0068609,0.0018309,0.036086,0.053273,0,0,0,0,0.133,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"436",1904.25,"'SW164'",36.454,0,91.554,38.964,2.051,0,2172.653,2182.561,0.064315,0.061304,0,0.0053424,0,0,0.032568,0.017591,5.53,0.344,0,0.025507,2161.407,3.6554e-08,3.6116e-08,0,0,0,0,1.745,4.842,0.035652,0.010721,0.000914,0.00090612,0.00017968,1.5318e-05,1.12,0.605,249.992,250.231,0.425,0.243,0.066998,0.0094143,0.0064943,0.0076873,0.0018564,0.03627,0.053318,0,0,0,0,0.189,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"437",1904.33,"'SW164'",36.454,0,91.554,38.964,2.051,0,2173.707,2176.238,0.072027,0.069918,0.045858,0,0,0,0.0017011,0.00093427,11.129,0.4,0,0.296,2160.726,23.351,0.00091042,0,0,0,0,8.044,9.261,0,0,0,0,0,0,1.12,0.605,249.927,249.968,0.702,0.47,0.101,0.028718,0.019944,0.016544,0.0094057,0.021651,0.035346,0,0,0,0,0.671,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"438",1904.42,"'SW164'",36.454,0,91.554,38.964,2.051,0,2153.672,2173.733,0.174,0.141,0.045893,0,0,0,0.0043153,0.00088868,22.437,0.472,0,1.059,2148.352,23.355,0.00091058,0,0,0,0,28.705,17.282,9.309,7.707,0.487,0.385,0.16,0.010042,1.12,0.605,249.198,249.796,0.956,0.405,0.304,0.072578,0.046258,0.051618,0.010306,0.030409,0.036215,9.669,8.06,0.424,0.398,1.322,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"439",1904.5,"'SW164'",36.454,0,91.554,38.964,2.051,0,2147.379,2205.857,0.268,0.235,0.04788,0,0,0,0.0019649,0.00082963,34.27,0.558,0,1.405,2144.541,23.581,0.0012941,0,0,0,0,35.201,26.344,32.955,20.804,2.211,1.107,0.418,0.045174,1.12,0.605,248.863,250.475,0.389,0.062187,0.066137,0.027466,0.076725,0.073094,0.013723,0.033477,0.036414,33.316,22.295,1.173,1.12,1.485,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"440",1904.58,"'SW164'",36.454,0,91.554,38.964,2.051,0,2144.485,2230.119,0.369,0.32,0.09659,0,0,0,0.00097867,0.00076804,44.985,0.639,0,1.61,2142.493,29.267,0.001531,0,0,0,0,38.38,36.688,52.131,26.767,4.26,1.435,0.518,0.084482,1.12,0.605,248.675,250.753,0.177,0.03365,0.013973,0.0025083,0.0023796,0.010085,0.039696,0.038112,0.036748,52.492,30.153,1.587,1.448,1.743,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"441",1904.67,"'SW164'",36.454,0,91.554,38.964,2.051,0,2141.926,2250.229,0.439,0.39,0.117,0,0,0,0.00076283,0.0007243,54.589,0.719,0,1.812,2140.306,30.833,0.0017048,0,0,0,0,41.242,46.217,70.476,29.174,6.193,1.695,0.555,0.121,1.12,0.605,248.49,250.902,0.12,0.033931,0.013337,0.0018377,0.0011477,0.0014862,0.00086721,0.032123,0.034885,70.836,34.552,1.819,1.708,2.036,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"442",1904.75,"'SW164'",32.082,43.311,80.613,36.689,1.931,0,2166.232,2177.345,0.482,0.424,0.147,0.012351,0.072867,0,0.082234,0.016174,61.134,0.782,0,1.856,2143.309,37.041,0.0018425,0,0,0,0,50.755,51.813,0.045845,0.01046,0.00078402,0.0011734,0.00017572,1.3171e-05,1.093,0.59,249.052,249.277,0.04958,0.018023,0.0053285,0.0017712,0.0011941,0.00091155,0.00056515,0.0082088,0.013578,0,0,0,0,43.546,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"443",1904.83,"'SW164'",32.082,43.311,80.613,36.689,1.931,0,2159.856,2169.649,0.486,0.433,0.158,0.010185,0.07305,0.00080824,0.043755,0.015188,64.976,0.829,0,1.893,2145.655,40.445,0.0022564,0,0,0,0,58.394,54.549,0.038968,0.010229,0.00095326,0.00099742,0.00017184,1.6014e-05,1.093,0.59,249.01,249.238,0.141,0.068225,0.038305,0.0094157,0.0057936,0.0044038,0.0020012,0.004528,0.0083211,0,0,0,0,43.665,0,0.0068767,"rosemount","NTrr2",1979,1993,"No Till",200,100
"444",1904.92,"'SW164'",32.082,43.311,80.613,36.689,1.931,0,2158.831,2168.345,0.454,0.407,0.159,0.0083989,0.073202,0.0014773,0.038136,0.015274,66.011,0.868,0,1.907,2146.019,40.932,0.0023054,0,0,0,0,59.659,55.446,0.033123,0.010154,0.00094935,0.00084781,0.00017057,1.5948e-05,1.093,0.59,248.997,249.223,0.201,0.114,0.049055,0.011198,0.0067624,0.0052198,0.0023255,0.0044201,0.0078757,0,0,0,0,43.764,0,0.012722,"rosemount","NTrr2",1979,1993,"No Till",200,100
"445",1905,"'SW164'",32.082,43.311,80.613,36.689,1.931,0,2158.373,2167.756,0.423,0.38,0.159,0.0074474,0.073202,0.0014773,0.035347,0.015361,66.719,0.886,0,1.915,2146.181,40.932,0.0023073,0,0,0,0,60.247,56.062,0.033123,0.010071,0.00094272,0.00084781,0.00016919,1.5837e-05,1.093,0.59,248.99,249.215,0.231,0.136,0.054198,0.012756,0.007343,0.0058296,0.002344,0.0045688,0.0078951,0,0,0,0,43.834,0,0.012722,"rosemount","NTrr2",1979,1993,"No Till",200,100
"446",1905.08,"'SW164'",32.082,0,80.613,36.689,1.931,0,2158.015,2167.293,0.066556,0.066311,0,0.0066037,0,0,0.033218,0.015446,0.702,0.279,0,0.0067947,2146.297,0,1.3732e-06,0,0,0,0,0.465,0.611,0.033123,0.0099894,0.00093614,0.00084781,0.00016781,1.5726e-05,1.093,0.59,248.984,249.208,0.259,0.156,0.059874,0.014143,0.008029,0.0064956,0.0023652,0.0047274,0.0079155,0,0,0,0,0.061999,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"447",1905.17,"'SW164'",32.082,0,80.613,36.689,1.931,0,2157.706,2166.891,0.063799,0.063563,0,0.0058554,0,0,0.031393,0.015519,1.573,0.292,0,0.013303,2146.387,0,2.4225e-06,0,0,0,0,0.868,1.368,0.033123,0.0099083,0.0009296,0.00084781,0.00016645,1.5616e-05,1.093,0.59,248.978,249.201,0.283,0.171,0.065323,0.01531,0.0086729,0.0071325,0.002387,0.0048762,0.0079344,0,0,0,0,0.117,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"448",1905.25,"'SW164'",32.082,0,80.613,36.689,1.931,0,2157.433,2166.532,0.061717,0.06149,0,0.0051921,0,0,0.029761,0.015579,4.428,0.328,0,0.019363,2146.459,4.0978e-08,3.0711e-06,0,0,0,0,1.229,3.904,0.033123,0.0098279,0.0009231,0.00084781,0.0001651,1.5507e-05,1.093,0.59,248.972,249.194,0.332,0.21,0.072516,0.016535,0.0094167,0.0079439,0.0024207,0.0050665,0.0079571,0,0,0,0,0.166,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"449",1905.33,"'SW164'",32.082,0,80.613,36.689,1.931,0,2149.628,2152.093,0.101,0.096342,0.012559,0,0,0,0.0013605,0.00080646,10.635,0.384,0,0.561,2140.925,15.743,0.00041957,0,0,0,0,15.658,8.062,0,0,0,0,0,0,1.093,0.59,248.62,248.659,0.917,0.598,0.193,0.041951,0.029021,0.025375,0.01186,0.010493,0.0081573,0,0,0,0,0.591,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"450",1905.42,"'SW164'",32.082,0,80.613,36.689,1.931,0,2132.551,2151.645,0.257,0.2,0.04769,0,0,0,0.002954,0.00075976,19.961,0.457,0,1.323,2129.127,22.556,0.0043255,0,0,0,0,33.219,14.334,8.623,7.538,0.457,0.318,0.148,0.0089588,1.093,0.59,247.884,248.4,1.217,0.28,0.395,0.175,0.13,0.104,0.062275,0.043831,0.027281,8.947,7.847,0.413,0.328,1.179,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"451",1905.5,"'SW164'",32.082,0,80.613,36.689,1.931,0,2128.031,2185.189,0.398,0.299,0.208,0,0,0,0.0009742,0.00068053,30.565,0.543,0,1.603,2126.072,31.869,0.0049218,0,0,0,0,37.934,24.193,31.191,21.292,2.255,0.951,0.409,0.043647,1.093,0.59,247.615,249.059,0.512,0.040122,0.03325,0.017536,0.063727,0.097306,0.097025,0.089136,0.07439,31.514,22.769,1.198,0.961,1.335,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"452",1905.58,"'SW164'",32.082,0,80.613,36.689,1.931,0,2125.416,2203.244,0.505,0.384,0.379,0,0,0,0.00063527,0.00062924,41.277,0.624,0,1.805,2123.922,37.587,0.0053395,0,0,0,0,40.842,34.348,45.769,25.236,4.42,1.207,0.474,0.084213,1.093,0.59,247.431,249.235,0.278,0.032667,0.014051,0.0023064,0.0019021,0.0083862,0.062121,0.076258,0.079816,46.092,28.843,1.518,1.217,1.62,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"453",1905.67,"'SW164'",32.082,0,80.613,36.689,1.931,0,2123.048,2223.254,0.585,0.447,0.474,0,0,0,0.00059585,0.00059248,51.16,0.704,0,2,2121.75,43.117,0.005744,0,0,0,0,43.54,44.055,63.893,27.246,6.671,1.482,0.506,0.126,1.093,0.59,247.255,249.408,0.119,0.029844,0.0092256,0.0028497,0.0018912,0.0016508,0.0013521,0.026025,0.0463,64.216,33.209,1.748,1.493,1.954,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"454",1905.75,"'SW164'",29.501,39.826,74.136,35.375,1.862,0,2146.929,2157.649,0.611,0.486,0.495,0.011005,0.064668,0,0.080391,0.015456,56.951,0.767,0,2.068,2123.783,45.201,0.0058996,0,0,0,0,52.014,49.126,0.060338,0.013822,0.00090915,0.0015566,0.00023281,1.5314e-05,0.97,0.524,247.756,247.965,0.071313,0.022243,0.010127,0.0031008,0.0018152,0.0013173,0.00063008,0.010128,0.021952,0,0,0,0,41.725,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"455",1905.83,"'SW164'",29.501,39.826,74.136,35.375,1.862,0,2140.088,2149.642,0.596,0.493,0.496,0.0090753,0.064845,0.00078036,0.046216,0.014644,60.776,0.813,0,2.09,2126.457,45.372,0.0059076,0,0,0,0,59.975,51.824,0.051287,0.013571,0.0010836,0.0013231,0.00022859,1.8252e-05,0.97,0.524,247.727,247.943,0.158,0.080552,0.033662,0.0055501,0.0032493,0.0031591,0.00073909,0.0098671,0.020783,0,0,0,0,41.835,0,0.0090507,"rosemount","NTrr2",1979,1993,"No Till",200,100
"456",1905.92,"'SW164'",29.501,39.826,74.136,35.375,1.862,0,2138.748,2147.981,0.556,0.465,0.496,0.0074838,0.064992,0.0014277,0.039315,0.014614,62.115,0.852,0,2.107,2126.792,45.374,0.0059077,0,0,0,0,61.598,52.921,0.043594,0.013476,0.0010812,0.0011247,0.00022699,1.8212e-05,0.97,0.524,247.71,247.925,0.219,0.13,0.043021,0.0063806,0.0037414,0.003813,0.00075771,0.010023,0.020797,0,0,0,0,41.927,0,0.016744,"rosemount","NTrr2",1979,1993,"No Till",200,100
"457",1906,"'SW164'",29.501,39.826,74.136,35.375,1.862,0,2138.301,2147.4,0.516,0.433,0.496,0.006636,0.064992,0.0014277,0.036253,0.01468,62.833,0.871,0,2.114,2126.94,45.374,0.0059081,0,0,0,0,62.18,53.56,0.043594,0.013366,0.0010737,0.0011247,0.00022514,1.8085e-05,0.97,0.524,247.703,247.917,0.247,0.15,0.049953,0.007255,0.0041896,0.0043974,0.00077558,0.010161,0.020821,0,0,0,0,41.992,0,0.016744,"rosemount","NTrr2",1979,1993,"No Till",200,100
"458",1906.08,"'SW164'",29.501,0,74.136,35.375,1.862,0,2137.961,2146.953,0.066778,0.066532,0,0.0058842,0,0,0.033963,0.014759,0.462,0.254,0,0.005962,2127.045,0,6.3539e-07,0,0,0,0,0.448,0.402,0.043594,0.013258,0.0010662,0.0011247,0.00022332,1.7959e-05,0.97,0.524,247.697,247.911,0.275,0.168,0.056613,0.0083304,0.0046879,0.005018,0.00079543,0.010307,0.020846,0,0,0,0,0.057274,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
"459",1906.17,"'SW164'",29.501,0,74.136,35.375,1.862,0,2137.663,2146.562,0.063857,0.063621,0,0.0052175,0,0,0.032017,0.014826,1.385,0.267,0,0.011834,2127.121,0,1.241e-06,0,0,0,0,0.838,1.205,0.043594,0.01315,0.0010587,0.0011247,0.0002215,1.7833e-05,0.97,0.524,247.692,247.904,0.296,0.181,0.062899,0.0093635,0.0051729,0.0056014,0.0008147,0.010444,0.020869,0,0,0,0,0.108,0,0,"rosemount","NTrr2",1979,1993,"No Till",200,100
